ID,JOURNAL_ID,YEAR,MONTH,ORIGINAL_SUBMISSIONS,ORIGINAL_SUBMISSION_CONFIRMED,FIRST_REVISED_SUBMISSIONS,FIRST_REVISED_SUBMISSION_CONFIRMED,SECOND_REVISED_SUBMISSIONS,SECOND_REVISED_SUBMISSION_CONFIRMED,OVER_THIRD_REVISED_SUBMISSIONS,OVER_THIRD_REVISED_SUBMISSION_CONFIRMED,CAMERA_READY_SUBMISSION,GALLEY_PROOF_CONFIRMS,ACCEPTED,REJECTED,REVISION_REQUESTS,WITHDRAWNS,PUBLISHED,REVIEW_INVITED,REVIEW_INVITE_ACCEPTED,REVIEW_ASSIGNED,REVIEW_RESULT_SUBMISSIONS
289,39,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,54,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,95,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,97,2016,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
293,98,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,99,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,102,2016,9,7,7,0,0,0,0,0,0,33,9,8,2,2,0,10,33,20,0,18
296,103,2016,9,18,8,2,2,0,0,0,0,7,0,5,2,1,0,0,40,21,4,18
297,108,2016,9,4,4,1,1,0,0,0,0,5,0,5,1,2,0,0,7,8,4,13
298,111,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,115,2016,9,1,1,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0
300,116,2016,9,9,8,0,0,0,0,0,0,3,0,5,1,0,0,0,62,12,10,20
301,117,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,120,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,122,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,125,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,126,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,116,2016,10,4,5,0,0,0,0,0,0,18,18,9,0,0,0,12,34,5,9,14
307,1,2016,10,7,6,5,2,0,0,0,0,3,0,1,2,18,0,14,251,74,16,46
308,103,2016,10,15,23,0,0,0,0,0,0,21,0,17,3,0,0,5,57,51,0,48
309,108,2016,10,2,2,0,0,0,0,0,0,0,5,0,0,0,0,5,3,1,1,2
310,102,2016,10,4,1,3,3,0,0,0,0,5,0,4,1,3,0,9,16,6,5,13
311,97,2016,10,3,3,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,9,4
312,95,2016,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
313,102,2016,11,6,9,6,6,0,0,0,0,6,0,7,0,4,0,8,43,22,8,25
314,1,2016,11,3,3,18,22,6,6,1,1,7,0,7,1,31,0,0,178,55,23,59
315,95,2016,11,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,2,2
316,103,2016,11,3,4,1,1,0,0,0,0,7,0,4,1,2,0,14,17,14,1,15
317,116,2016,11,11,8,0,0,0,0,0,0,1,0,3,0,0,0,0,68,18,2,13
318,97,2016,11,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,2
319,115,2016,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,108,2016,11,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,2,1
321,126,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,138,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,1,2016,12,7,7,13,12,3,3,1,1,17,0,12,0,21,0,14,127,33,44,45
324,9,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,9,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,9,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,39,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,39,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,39,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,54,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,54,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,54,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,95,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,97,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,98,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,98,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,98,2016,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,99,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,99,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,99,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,102,2016,12,9,9,0,0,0,0,0,0,7,0,4,1,0,0,0,21,16,0,17
342,103,2016,12,15,15,2,2,0,0,0,0,5,0,7,0,4,0,0,60,33,3,26
343,108,2016,12,4,4,1,1,0,0,0,0,8,0,7,2,2,0,7,16,8,3,20
344,111,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,111,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,111,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,115,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,115,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,116,2016,12,38,38,0,0,0,0,0,0,1,3,8,4,1,0,2,185,46,8,37
350,117,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,117,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,117,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,120,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,120,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,120,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,122,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,122,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,122,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,125,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,125,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,125,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,126,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,126,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,132,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,132,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,132,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,132,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,132,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,132,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,132,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,132,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,132,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,132,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,132,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,132,2016,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,133,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,133,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,133,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,133,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,133,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,133,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,133,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,133,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,133,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,133,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,133,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,133,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,134,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,134,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,134,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,134,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,134,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,134,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,134,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,134,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,134,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,134,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,134,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,134,2016,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
412,138,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,138,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,138,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,138,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,138,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,138,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,138,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,138,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,138,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,138,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,138,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,145,2016,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,56,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,56,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,56,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,56,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,56,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,56,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,56,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,56,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,56,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,56,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,56,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,56,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,144,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,144,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,144,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,144,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,144,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,144,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,144,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,144,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,144,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,144,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,144,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,144,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,145,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,145,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,145,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,145,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,145,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,145,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,145,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,145,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,145,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,145,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,145,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,146,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,146,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,146,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,146,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,146,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,146,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,146,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,146,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,146,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,146,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,146,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,146,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,147,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,147,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,147,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,147,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,147,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,147,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,147,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,147,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,147,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,147,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,147,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,147,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,1,2017,1,10,10,6,6,3,3,1,1,11,0,13,4,27,0,13,158,35,86,66
484,9,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,39,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,54,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,95,2017,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0
488,97,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,98,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0
490,99,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,102,2017,1,4,4,0,0,0,0,0,0,1,0,7,1,1,0,4,30,17,0,14
492,103,2017,1,4,2,5,5,1,0,0,0,5,0,6,1,7,0,0,25,16,4,24
493,108,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
494,111,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,115,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,116,2017,1,16,17,0,0,0,0,0,0,58,49,41,1,0,0,26,97,54,34,85
497,117,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,120,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,122,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,125,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,126,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,132,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,133,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,134,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,138,2017,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
507,144,2017,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
508,145,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,146,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,147,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,148,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,148,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,148,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,148,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,148,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,148,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,148,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,148,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,148,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,148,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,148,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,148,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,151,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,151,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,151,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,151,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,151,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,151,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,151,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,151,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,151,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,151,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,151,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,151,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,1,2017,2,16,14,21,22,6,6,0,0,15,0,11,0,12,0,0,35,13,23,29
537,103,2017,2,5,6,4,4,0,1,0,0,9,0,5,0,1,0,6,20,13,6,14
538,102,2017,2,9,8,3,3,0,0,0,0,9,0,3,0,3,0,6,19,14,5,13
539,116,2017,2,14,11,0,0,0,0,0,0,8,9,4,18,0,0,7,15,2,7,8
540,95,2017,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1
541,108,2017,2,2,2,0,0,0,0,0,0,1,0,1,0,1,0,0,5,3,0,0
542,152,2017,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,9,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,39,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,54,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,97,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,98,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,111,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,115,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,117,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,120,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,122,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,125,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,126,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,132,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,133,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,134,2017,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
558,137,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,137,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,137,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,137,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,137,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,137,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,137,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,137,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,137,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,137,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,137,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,137,2017,2,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,6,5,0,3
570,138,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,144,2017,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1
572,145,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,146,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,147,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,148,2017,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
576,151,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,152,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,152,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,152,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,152,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,152,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,152,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,152,2016,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,152,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,152,2016,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,152,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,152,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,153,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,153,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,153,2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,153,2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,153,2016,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
